Sample	Population	SuperPopulation	isFemale	PurpleHair	CaffeineConsumption
HG03565	MSL	AFR	false	true	5
HG01599	KHV	EAS	true	false	8
NA19083	JPT	EAS	false	true	5
HG02614	GWD	AFR	true	true	5
HG01271	CLM	AMR	false	false	7
HG04192	BEB	SAS	true	false	4
HG02568	GWD	AFR	true	false	7
HG03017	PJL	SAS	false	true	6
NA18636	CHB	EAS	false	false	3
HG03787	ITU	SAS	true	false	6
HG02783	PJL	SAS	false	false	3
HG03940	BEB	SAS	true	false	7
HG02895	GWD	AFR	false	true	3
HG03897	STU	SAS	true	false	6
HG01912	ACB	AFR	false	false	8
HG03756	STU	SAS	true	true	8
NA18930	YRI	AFR	true	false	9
HG01483	CLM	AMR	true	true	6
HG04146	BEB	SAS	false	false	4
NA20279	ASW	AFR	false	true	6
NA19904	ASW	AFR	false	true	8
NA20813	TSI	EUR	true	true	5
HG01094	PUR	AMR	false	false	5
HG03585	BEB	SAS	false	true	8
HG00557	CHS	EAS	true	true	9
HG03773	ITU	SAS	false	true	8
HG01951	PEL	AMR	true	false	6
HG04062	ITU	SAS	true	true	6
NA20901	GIH	SAS	false	true	3
HG03194	ESN	AFR	false	true	3
HG03905	BEB	SAS	false	false	7
HG03491	PJL	SAS	true	true	7
NA19206	YRI	AFR	true	false	3
HG02466	GWD	AFR	false	false	7
HG03681	STU	SAS	false	true	7
NA19351	LWK	AFR	true	false	8
HG03487	PJL	SAS	false	true	8
NA19919	ASW	AFR	false	true	4
HG02285	PEL	AMR	false	true	5
HG02225	IBS	EUR	true	false	8
HG02355	CDX	EAS	false	true	6
HG01845	KHV	EAS	true	true	5
HG01883	ACB	AFR	true	true	8
NA18544	CHB	EAS	false	true	4
HG00705	CHS	EAS	true	true	7
NA19984	ASW	AFR	false	true	5
HG03419	MSL	AFR	true	false	4
HG02870	GWD	AFR	true	true	7
HG03801	BEB	SAS	true	true	3
NA19469	LWK	AFR	true	false	7
HG03814	BEB	SAS	true	false	6
HG02737	PJL	SAS	true	false	8
HG01525	IBS	EUR	true	false	9
HG00674	CHS	EAS	false	true	6
NA20894	GIH	SAS	true	true	8
HG01069	PUR	AMR	false	true	6
HG02003	PEL	AMR	true	false	8
NA19037	LWK	AFR	true	false	4
NA19213	YRI	AFR	false	false	7
NA19472	LWK	AFR	true	true	8
HG02837	GWD	AFR	true	true	8
NA20522	TSI	EUR	true	true	8
HG03398	MSL	AFR	true	false	6
HG01438	CLM	AMR	true	false	6
NA06989	CEU	EUR	true	true	4
HG00303	FIN	EUR	false	true	6
NA19461	LWK	AFR	false	true	7
HG03390	MSL	AFR	false	true	7
HG03195	ESN	AFR	true	false	9
HG03258	GWD	AFR	false	false	6
HG00309	FIN	EUR	true	false	6
HG01350	CLM	AMR	false	false	7
HG03173	ESN	AFR	false	false	3
HG02800	GWD	AFR	false	false	9
HG01168	PUR	AMR	true	true	3
NA20504	TSI	EUR	true	true	5
NA19239	YRI	AFR	false	false	9
HG03062	MSL	AFR	false	false	5
NA18868	YRI	AFR	false	false	3
HG03941	BEB	SAS	false	false	5
HG00560	CHS	EAS	true	true	6
HG01891	ACB	AFR	true	true	5
HG01365	CLM	AMR	false	false	6
HG01609	IBS	EUR	false	true	9
HG00375	FIN	EUR	false	true	3
HG01676	IBS	EUR	true	true	8
HG03063	MSL	AFR	false	false	6
HG02589	GWD	AFR	true	true	9
HG01993	PEL	AMR	true	true	7
NA19918	ASW	AFR	false	false	7
NA21128	GIH	SAS	false	true	4
NA20302	ASW	AFR	false	false	3
HG00113	GBR	EUR	false	false	5
HG02190	CDX	EAS	true	true	5
HG02583	GWD	AFR	true	false	7
HG02978	ESN	AFR	true	false	5
HG03313	ESN	AFR	false	false	8
NA19211	YRI	AFR	false	false	6
NA21144	GIH	SAS	true	false	8
HG00598	CHS	EAS	false	true	5
HG02501	ACB	AFR	false	false	5
HG03229	PJL	SAS	true	false	4
HG01305	PUR	AMR	false	false	8
HG00135	GBR	EUR	true	true	6
HG00154	GBR	EUR	true	false	3
HG00350	FIN	EUR	true	false	9
HG02853	GWD	AFR	false	true	9
NA19347	LWK	AFR	false	false	6
NA20350	ASW	AFR	false	true	3
HG03401	MSL	AFR	true	true	3
NA18497	YRI	AFR	false	true	7
HG00699	CHS	EAS	true	true	6
HG01342	CLM	AMR	true	false	8
HG01618	IBS	EUR	true	true	7
HG02971	ESN	AFR	false	false	6
HG02554	ACB	AFR	false	true	5
HG02657	PJL	SAS	false	false	8
HG03384	MSL	AFR	true	false	9
HG03733	STU	SAS	true	true	6
NA18484	YRI	AFR	true	true	3
HG02252	PEL	AMR	true	true	7
HG03034	GWD	AFR	true	true	4
NA19757	MXL	AMR	false	true	9
NA19674	MXL	AMR	false	true	9
HG01491	CLM	AMR	false	false	6
NA19186	YRI	AFR	false	true	3
HG02027	KHV	EAS	false	false	4
HG00844	CDX	EAS	false	false	6
HG02054	ACB	AFR	true	true	7
HG00285	FIN	EUR	true	true	3
HG02635	GWD	AFR	true	false	6
NA10852	CEU	EUR	true	true	5
HG03066	MSL	AFR	false	true	6
HG01953	PEL	AMR	false	false	6
HG00140	GBR	EUR	false	false	5
NA20318	ASW	AFR	false	false	9
HG02304	PEL	AMR	false	true	8
NA19044	LWK	AFR	false	false	7
HG03729	ITU	SAS	false	true	8
NA19923	ASW	AFR	true	false	6
HG03176	ESN	AFR	false	true	4
HG04017	ITU	SAS	false	true	3
HG02793	PJL	SAS	true	false	7
NA18925	YRI	AFR	false	false	6
HG01617	IBS	EUR	false	false	5
HG02736	PJL	SAS	false	true	9
HG01162	PUR	AMR	true	false	6
NA20517	TSI	EUR	true	true	6
HG01148	CLM	AMR	false	false	3
HG02166	CDX	EAS	true	true	9
HG02953	ESN	AFR	false	true	8
NA19113	YRI	AFR	false	false	6
HG02220	IBS	EUR	true	true	8
HG03305	ESN	AFR	true	true	3
HG02219	IBS	EUR	false	false	5
NA19725	MXL	AMR	true	true	8
NA20281	ASW	AFR	false	true	4
HG02344	PEL	AMR	false	true	3
HG03754	STU	SAS	true	true	9
HG01707	IBS	EUR	true	false	8
HG03120	ESN	AFR	false	true	5
HG03837	STU	SAS	false	true	6
HG00421	CHS	EAS	false	false	6
HG02055	ACB	AFR	false	true	4
HG01697	IBS	EUR	true	true	5
HG04211	ITU	SAS	false	false	5
HG03699	PJL	SAS	false	false	7
HG03611	BEB	SAS	true	false	9
NA19764	MXL	AMR	true	true	8
HG01133	CLM	AMR	false	true	10
HG00356	FIN	EUR	true	true	9
NA18910	YRI	AFR	false	true	4
NA20790	TSI	EUR	true	true	8
HG02409	CDX	EAS	false	true	9
HG04182	BEB	SAS	false	false	5
HG00358	FIN	EUR	false	true	7
HG02807	GWD	AFR	false	false	9
NA19079	JPT	EAS	false	true	5
HG03831	BEB	SAS	true	true	4
HG03792	ITU	SAS	false	true	3
NA20850	GIH	SAS	false	true	4
NA19787	MXL	AMR	false	true	4
HG00364	FIN	EUR	true	false	10
NA19256	YRI	AFR	false	false	5
NA11917	CEU	EUR	false	true	4
HG03052	MSL	AFR	true	true	8
NA21122	GIH	SAS	true	true	5
HG00633	CHS	EAS	false	false	6
HG01056	PUR	AMR	false	true	5
HG01594	PJL	SAS	false	false	7
HG03576	MSL	AFR	true	true	8
HG00428	CHS	EAS	true	true	9
HG03886	STU	SAS	true	true	7
HG02312	PEL	AMR	true	false	6
HG01088	PUR	AMR	false	false	8
HG02113	KHV	EAS	true	true	8
HG02451	ACB	AFR	true	false	6
NA20827	TSI	EUR	false	false	6
NA20890	GIH	SAS	false	true	3
HG01084	PUR	AMR	true	false	3
HG01457	CLM	AMR	false	false	6
HG01167	PUR	AMR	false	false	9
HG01778	IBS	EUR	false	false	7
HG00452	CHS	EAS	true	false	8
HG03579	MSL	AFR	false	true	8
NA19236	YRI	AFR	false	false	5
NA19237	YRI	AFR	true	false	8
HG00188	FIN	EUR	false	false	5
HG00535	CHS	EAS	false	true	7
NA19917	ASW	AFR	true	false	9
HG01781	IBS	EUR	false	false	8
HG03433	MSL	AFR	false	true	5
HG02836	GWD	AFR	false	false	6
NA12045	CEU	EUR	false	true	9
HG02778	PJL	SAS	true	true	8
HG02973	ESN	AFR	false	false	9
HG03114	ESN	AFR	true	true	9
HG02567	GWD	AFR	false	true	9
NA10854	CEU	EUR	true	false	7
HG02146	PEL	AMR	false	false	8
HG03127	ESN	AFR	false	false	8
HG03197	ESN	AFR	false	true	9
HG03672	STU	SAS	false	false	9
NA12778	CEU	EUR	true	true	7
HG03110	ESN	AFR	true	false	4
HG00244	GBR	EUR	false	false	5
HG00268	FIN	EUR	true	true	9
NA19748	MXL	AMR	true	true	4
HG01261	CLM	AMR	false	true	4
NA18572	CHB	EAS	false	false	7
NA20845	GIH	SAS	false	true	3
NA19214	YRI	AFR	true	false	9
NA19466	LWK	AFR	false	true	9
HG01505	IBS	EUR	false	false	8
HG01364	CLM	AMR	true	true	3
HG03924	BEB	SAS	true	true	6
NA19983	ASW	AFR	true	true	3
HG03652	PJL	SAS	false	false	7
HG03484	MSL	AFR	false	false	9
NA20822	TSI	EUR	true	true	7
HG02660	PJL	SAS	false	false	9
HG00457	CHS	EAS	false	true	7
HG00591	CHS	EAS	false	false	8
HG02239	IBS	EUR	true	true	9
HG00365	FIN	EUR	true	true	6
HG02972	ESN	AFR	false	false	5
NA18985	JPT	EAS	false	false	7
HG03654	PJL	SAS	false	true	8
NA19429	LWK	AFR	false	true	3
NA19766	MXL	AMR	true	true	9
HG02799	GWD	AFR	true	true	6
NA19774	MXL	AMR	false	true	9
NA21104	GIH	SAS	false	true	3
HG03945	STU	SAS	true	false	4
HG01461	CLM	AMR	false	false	6
NA19091	JPT	EAS	false	false	7
HG03040	GWD	AFR	true	false	9
HG04217	ITU	SAS	true	true	4
HG01495	CLM	AMR	true	false	5
NA07034	CEU	EUR	false	false	5
HG00097	GBR	EUR	true	true	6
HG00464	CHS	EAS	true	false	9
HG01474	CLM	AMR	true	false	9
HG00473	CHS	EAS	true	false	4
HG01439	CLM	AMR	true	true	6
HG04099	STU	SAS	true	true	3
HG01250	CLM	AMR	false	true	8
NA18935	YRI	AFR	false	true	4
NA18595	CHB	EAS	true	true	9
NA20126	ASW	AFR	false	false	8
HG00243	GBR	EUR	false	true	8
HG02348	PEL	AMR	true	true	5
HG00676	CHS	EAS	false	true	7
HG03230	PJL	SAS	true	false	5
HG03394	MSL	AFR	false	true	7
HG01589	PJL	SAS	false	false	9
HG02668	GWD	AFR	false	true	8
HG00277	FIN	EUR	false	true	4
NA18536	CHB	EAS	false	true	8
HG02688	PJL	SAS	true	true	3
HG01597	KHV	EAS	true	false	4
HG00157	GBR	EUR	false	true	9
HG01888	ACB	AFR	false	true	8
NA19782	MXL	AMR	true	false	8
HG02769	GWD	AFR	true	false	9
HG01468	CLM	AMR	true	true	6
NA19171	YRI	AFR	false	true	8
HG02076	KHV	EAS	false	false	9
HG03508	ESN	AFR	true	true	7
NA20895	GIH	SAS	false	true	8
HG04153	BEB	SAS	true	true	8
NA18906	YRI	AFR	true	true	8
HG02808	GWD	AFR	true	false	3
NA18503	YRI	AFR	false	true	9
HG02025	KHV	EAS	true	false	8
NA19026	LWK	AFR	false	false	9
HG02613	GWD	AFR	false	false	5
HG03741	STU	SAS	true	false	5
HG01600	KHV	EAS	true	false	8
HG02106	PEL	AMR	true	true	4
NA20885	GIH	SAS	false	true	9
HG00357	FIN	EUR	true	true	6
HG00237	GBR	EUR	true	true	9
HG00326	FIN	EUR	true	false	4
NA19007	JPT	EAS	false	false	9
HG00349	FIN	EUR	true	false	9
HG01627	IBS	EUR	false	false	9
NA20289	ASW	AFR	true	false	6
HG03788	ITU	SAS	false	false	8
HG04136	BEB	SAS	true	true	4
HG01258	CLM	AMR	false	false	7
HG00177	FIN	EUR	true	true	5
HG00419	CHS	EAS	true	true	5
NA18501	YRI	AFR	false	false	6
HG01765	IBS	EUR	false	true	5
HG03769	PJL	SAS	false	true	3
NA19060	JPT	EAS	false	false	9
NA19095	YRI	AFR	true	true	6
HG03745	STU	SAS	false	true	4
NA21112	GIH	SAS	false	false	3
HG01411	PUR	AMR	false	false	4
HG01556	CLM	AMR	false	false	7
NA19151	YRI	AFR	true	true	3
HG01802	CDX	EAS	true	false	6
HG03237	PJL	SAS	false	false	9
HG03643	STU	SAS	true	false	6
HG01685	IBS	EUR	true	true	5
HG03903	BEB	SAS	true	true	3
HG02019	KHV	EAS	true	false	3
HG03097	MSL	AFR	true	true	5
HG02522	KHV	EAS	true	true	7
HG04127	STU	SAS	false	false	9
HG02255	ACB	AFR	false	true	6
HG02774	PJL	SAS	false	false	7
HG01492	CLM	AMR	true	true	8
NA19207	YRI	AFR	false	false	9
NA19123	YRI	AFR	false	true	9
NA18869	YRI	AFR	false	true	6
HG00253	GBR	EUR	true	false	8
HG01879	ACB	AFR	false	false	7
HG01756	IBS	EUR	false	false	7
HG03095	MSL	AFR	true	true	4
NA18610	CHB	EAS	true	false	7
HG00451	CHS	EAS	false	false	9
HG03362	ESN	AFR	false	true	5
HG03492	PJL	SAS	false	true	7
NA18791	CHB	EAS	false	true	6
NA19457	LWK	AFR	true	false	9
NA19320	LWK	AFR	true	false	9
NA19002	JPT	EAS	true	true	6
HG02047	KHV	EAS	false	true	8
HG02040	KHV	EAS	false	true	8
HG03875	ITU	SAS	false	false	4
HG00124	GBR	EUR	true	false	8
HG00478	CHS	EAS	false	true	8
HG00231	GBR	EUR	true	true	5
NA19089	JPT	EAS	false	false	5
NA18749	CHB	EAS	false	true	6
NA20319	ASW	AFR	true	true	7
HG01973	PEL	AMR	true	true	5
HG03105	ESN	AFR	true	false	7
NA19166	YRI	AFR	true	true	6
HG01919	PEL	AMR	true	false	3
NA21113	GIH	SAS	false	true	8
HG03968	ITU	SAS	true	true	4
HG00104	GBR	EUR	true	false	8
HG01980	PEL	AMR	true	true	6
NA11894	CEU	EUR	true	false	7
HG01532	IBS	EUR	false	false	7
HG01783	IBS	EUR	false	false	5
HG01345	CLM	AMR	true	true	8
HG03564	MSL	AFR	true	true	9
NA18530	CHB	EAS	false	true	3
HG01852	KHV	EAS	false	false	9
HG02436	ACB	AFR	false	false	5
NA18633	CHB	EAS	false	false	4
HG01621	IBS	EUR	false	true	8
HG02840	GWD	AFR	true	true	6
NA19355	LWK	AFR	true	false	4
NA12891	CEU	EUR	false	true	4
NA12375	CEU	EUR	false	true	5
NA19160	YRI	AFR	false	false	8
NA21103	GIH	SAS	true	false	8
HG01810	CDX	EAS	false	false	8
HG02224	IBS	EUR	false	true	3
HG00379	FIN	EUR	true	true	8
HG00609	CHS	EAS	false	true	9
HG04235	ITU	SAS	false	false	9
HG01101	PUR	AMR	false	true	7
NA18968	JPT	EAS	true	true	8
HG00131	GBR	EUR	false	false	8
HG02702	GWD	AFR	false	true	7
NA19381	LWK	AFR	true	true	3
HG04014	ITU	SAS	true	true	5
NA20873	GIH	SAS	false	true	4
HG00408	CHS	EAS	true	true	9
NA19046	LWK	AFR	false	false	9
HG00343	FIN	EUR	true	true	6
HG02655	PJL	SAS	true	true	3
NA12889	CEU	EUR	false	true	4
HG00110	GBR	EUR	true	true	5
HG02715	GWD	AFR	false	false	5
NA18870	YRI	AFR	true	true	6
HG01673	IBS	EUR	true	false	9
HG02758	GWD	AFR	true	true	9
NA18582	CHB	EAS	true	false	7
HG03826	BEB	SAS	true	true	3
NA18564	CHB	EAS	true	false	9
HG03931	BEB	SAS	true	true	6
NA18545	CHB	EAS	true	true	3
HG04164	BEB	SAS	false	true	4
HG00423	CHS	EAS	true	true	6
HG02862	GWD	AFR	true	false	6
HG04053	ITU	SAS	false	true	8
NA20129	ASW	AFR	true	true	9
NA18934	YRI	AFR	false	true	9
HG01444	CLM	AMR	true	true	5
NA19663	MXL	AMR	true	true	7
NA19017	LWK	AFR	true	true	7
HG00273	FIN	EUR	false	true	9
HG00383	FIN	EUR	true	false	5
HG02612	GWD	AFR	false	true	3
HG00328	FIN	EUR	true	false	8
HG03228	PJL	SAS	false	true	9
HG02392	CDX	EAS	false	false	9
HG02982	GWD	AFR	false	false	7
NA18948	JPT	EAS	false	false	5
HG04076	ITU	SAS	true	true	6
HG02738	PJL	SAS	false	true	4
NA18748	CHB	EAS	false	false	3
HG01414	PUR	AMR	true	false	6
HG03163	ESN	AFR	false	true	3
HG03885	STU	SAS	false	false	9
NA19798	MXL	AMR	false	false	3
HG03934	BEB	SAS	true	false	8
HG00100	GBR	EUR	true	false	6
HG03770	ITU	SAS	true	false	8
HG03638	PJL	SAS	true	true	3
HG03107	ESN	AFR	true	false	5
NA18579	CHB	EAS	true	true	6
HG02408	CDX	EAS	false	true	6
HG00542	CHS	EAS	false	false	9
HG02610	GWD	AFR	false	true	5
HG02256	ACB	AFR	true	true	5
HG03901	BEB	SAS	true	false	9
NA19142	YRI	AFR	false	false	7
NA21123	GIH	SAS	false	true	9
HG01674	IBS	EUR	false	true	6
HG02373	CDX	EAS	false	true	7
HG03018	PJL	SAS	false	false	5
HG03515	ESN	AFR	false	true	7
NA18534	CHB	EAS	false	false	3
NA20334	ASW	AFR	true	false	8
HG01062	PUR	AMR	true	false	4
HG03603	BEB	SAS	false	true	7
HG04093	ITU	SAS	false	true	7
HG02946	ESN	AFR	true	false	4
HG02729	PJL	SAS	false	true	9
NA18956	JPT	EAS	true	false	7
HG04002	ITU	SAS	false	true	7
HG02188	CDX	EAS	true	false	3
HG01066	PUR	AMR	false	false	7
HG02880	GWD	AFR	true	false	5
NA10861	CEU	EUR	true	false	7
NA18547	CHB	EAS	true	true	5
NA18504	YRI	AFR	false	false	9
HG00341	FIN	EUR	false	true	6
HG03908	BEB	SAS	false	true	4
NA12399	CEU	EUR	false	true	5
HG01150	CLM	AMR	true	true	4
HG02479	ACB	AFR	true	true	7
HG03971	ITU	SAS	false	false	8
HG02681	PJL	SAS	false	false	5
HG01620	IBS	EUR	true	false	9
HG02480	ACB	AFR	true	false	4
NA19068	JPT	EAS	false	false	6
NA19708	ASW	AFR	true	true	6
HG01459	CLM	AMR	true	false	7
HG01806	CDX	EAS	true	false	4
NA12890	CEU	EUR	true	true	4
NA06985	CEU	EUR	true	false	3
NA20755	TSI	EUR	false	true	7
HG01137	CLM	AMR	true	true	5
NA06997	CEU	EUR	true	false	8
HG01164	PUR	AMR	false	true	5
HG04204	STU	SAS	false	false	7
HG02508	ACB	AFR	true	true	5
HG01866	KHV	EAS	false	true	5
NA20295	ASW	AFR	false	false	9
HG00411	CHS	EAS	false	true	7
NA10831	CEU	EUR	true	true	6
NA18974	JPT	EAS	false	false	8
HG01698	IBS	EUR	false	true	6
HG01948	PEL	AMR	true	false	8
HG02278	PEL	AMR	true	true	7
HG02580	ACB	AFR	true	true	9
HG03642	STU	SAS	true	false	9
HG02679	GWD	AFR	true	true	5
NA20586	TSI	EUR	false	true	8
NA12155	CEU	EUR	false	false	7
NA18593	CHB	EAS	true	false	3
HG01703	IBS	EUR	false	true	4
HG00122	GBR	EUR	true	true	7
HG03126	ESN	AFR	true	false	9
HG02605	PJL	SAS	true	true	7
NA19783	MXL	AMR	false	true	8
HG04122	STU	SAS	false	false	9
HG01596	KHV	EAS	false	false	6
HG03100	ESN	AFR	false	true	8
HG02725	PJL	SAS	true	true	3
NA18955	JPT	EAS	false	false	5
NA18861	YRI	AFR	true	false	8
NA19202	YRI	AFR	true	true	8
NA19913	ASW	AFR	true	true	6
HG04133	BEB	SAS	true	true	5
HG01275	CLM	AMR	true	false	6
HG02942	ESN	AFR	false	true	9
HG04054	ITU	SAS	true	true	3
NA19398	LWK	AFR	true	false	8
NA19088	JPT	EAS	false	true	4
NA19819	ASW	AFR	true	true	6
HG00409	CHS	EAS	false	true	6
NA19154	YRI	AFR	false	false	8
HG00607	CHS	EAS	false	false	7
NA12832	CEU	EUR	true	true	5
NA20854	GIH	SAS	true	false	7
HG00173	FIN	EUR	true	true	5
NA19434	LWK	AFR	true	true	6
HG00233	GBR	EUR	true	true	5
HG01183	PUR	AMR	true	true	4
NA19104	YRI	AFR	false	false	3
HG00371	FIN	EUR	false	true	7
NA19147	YRI	AFR	true	false	9
NA18546	CHB	EAS	false	true	7
HG00235	GBR	EUR	true	true	7
HG00652	CHS	EAS	true	false	7
HG01848	KHV	EAS	true	false	8
HG02600	PJL	SAS	false	true	9
HG03992	STU	SAS	false	false	9
NA20507	TSI	EUR	true	false	3
HG02816	GWD	AFR	false	true	8
HG01497	CLM	AMR	false	true	4
NA19383	LWK	AFR	false	false	6
NA18648	CHB	EAS	false	true	9
HG02724	PJL	SAS	false	true	3
HG00323	FIN	EUR	true	false	4
HG02081	KHV	EAS	true	false	5
HG00150	GBR	EUR	true	true	7
HG00600	CHS	EAS	true	false	9
HG01358	CLM	AMR	false	false	5
HG01613	IBS	EUR	true	true	9
NA18945	JPT	EAS	false	true	6
HG02654	PJL	SAS	false	true	4
NA20284	ASW	AFR	false	false	4
HG04060	ITU	SAS	false	false	5
HG01997	PEL	AMR	true	false	8
NA10859	CEU	EUR	true	false	3
HG03458	MSL	AFR	true	false	9
NA10839	CEU	EUR	true	false	9
HG01139	CLM	AMR	false	false	8
HG01189	PUR	AMR	false	false	8
HG02057	KHV	EAS	true	true	7
HG02028	KHV	EAS	true	true	6
HG02425	PEL	AMR	true	false	5
NA06984	CEU	EUR	false	false	8
NA18854	YRI	AFR	false	true	9
HG03339	ESN	AFR	true	false	4
HG00442	CHS	EAS	false	true	6
HG02678	GWD	AFR	false	true	6
HG01177	PUR	AMR	true	false	9
NA19775	MXL	AMR	true	false	4
HG02896	GWD	AFR	true	true	7
NA20769	TSI	EUR	true	false	7
HG02536	ACB	AFR	false	false	9
HG04003	STU	SAS	false	true	7
HG00448	CHS	EAS	false	true	9
HG03381	MSL	AFR	true	false	4
HG00525	CHS	EAS	true	true	5
NA18560	CHB	EAS	true	false	7
HG03397	MSL	AFR	false	false	8
HG03928	BEB	SAS	true	false	6
NA19196	YRI	AFR	true	false	7
HG00171	FIN	EUR	true	false	5
HG02805	GWD	AFR	true	true	5
NA19660	MXL	AMR	true	false	5
NA20904	GIH	SAS	false	false	5
HG02650	PJL	SAS	false	false	5
NA18637	CHB	EAS	false	false	3
HG00360	FIN	EUR	false	true	5
HG02811	GWD	AFR	true	true	8
NA19399	LWK	AFR	true	false	3
HG00353	FIN	EUR	true	true	8
HG01372	CLM	AMR	true	true	6
HG03902	BEB	SAS	false	false	7
NA12874	CEU	EUR	false	true	6
NA20312	ASW	AFR	true	false	9
HG01981	PEL	AMR	true	false	8
HG00115	GBR	EUR	false	true	5
HG02599	PJL	SAS	false	true	3
HG02666	GWD	AFR	false	true	7
HG01538	IBS	EUR	true	true	3
HG01687	IBS	EUR	true	true	6
HG03350	ESN	AFR	false	false	6
HG00142	GBR	EUR	false	false	8
HG03799	BEB	SAS	true	true	3
HG00310	FIN	EUR	false	false	9
HG02288	PEL	AMR	false	false	5
HG04140	BEB	SAS	false	false	3
HG02629	GWD	AFR	true	true	5
NA19062	JPT	EAS	false	false	8
HG03157	ESN	AFR	false	true	9
NA18599	CHB	EAS	true	false	8
HG01121	CLM	AMR	false	true	8
HG04106	STU	SAS	true	false	7
HG02481	ACB	AFR	false	false	6
HG02116	KHV	EAS	false	true	6
HG02284	ACB	AFR	false	true	8
NA12058	CEU	EUR	true	true	6
NA20758	TSI	EUR	false	false	7
HG02402	CDX	EAS	false	false	6
HG03399	MSL	AFR	false	false	8
NA20290	ASW	AFR	true	true	6
NA18592	CHB	EAS	true	true	3
NA18614	CHB	EAS	true	false	7
HG03833	BEB	SAS	false	true	7
NA20128	ASW	AFR	true	true	4
NA20878	GIH	SAS	true	false	6
HG03796	BEB	SAS	true	false	3
HG00625	CHS	EAS	false	false	7
HG03616	BEB	SAS	true	true	3
HG03411	MSL	AFR	true	false	8
HG02461	GWD	AFR	false	false	8
NA07037	CEU	EUR	true	true	8
HG03098	MSL	AFR	false	true	9
NA19248	YRI	AFR	false	false	9
NA12249	CEU	EUR	true	true	4
HG03234	PJL	SAS	false	true	6
HG01766	IBS	EUR	true	false	8
HG00717	CHS	EAS	true	true	5
NA19818	ASW	AFR	false	true	8
NA21086	GIH	SAS	true	true	3
NA10857	CEU	EUR	false	false	5
HG00130	GBR	EUR	true	true	6
HG02812	GWD	AFR	false	false	9
HG03916	BEB	SAS	true	false	9
HG03096	MSL	AFR	false	false	7
HG00315	FIN	EUR	true	true	8
HG01096	PUR	AMR	false	false	7
HG02394	CDX	EAS	false	true	6
HG02427	ACB	AFR	true	false	5
HG03823	BEB	SAS	true	false	9
HG00127	GBR	EUR	true	true	8
HG01977	PEL	AMR	false	false	5
HG03112	ESN	AFR	false	true	3
HG04176	BEB	SAS	false	false	4
NA21097	GIH	SAS	true	true	7
HG01670	IBS	EUR	true	true	3
NA18642	CHB	EAS	true	false	7
HG01615	IBS	EUR	false	false	9
HG01998	PEL	AMR	false	false	4
NA19773	MXL	AMR	true	false	7
NA18511	YRI	AFR	true	false	8
HG01204	PUR	AMR	false	false	5
HG02680	GWD	AFR	true	false	9
NA12347	CEU	EUR	false	false	9
HG02572	GWD	AFR	false	false	3
HG00132	GBR	EUR	true	false	7
HG00345	FIN	EUR	false	true	8
NA19657	MXL	AMR	true	true	6
HG01764	IBS	EUR	true	true	8
HG03744	STU	SAS	false	true	4
HG01028	CDX	EAS	false	true	9
HG01531	IBS	EUR	true	true	5
HG01956	ACB	AFR	true	false	5
HG03121	ESN	AFR	true	true	5
NA20903	GIH	SAS	false	true	8
NA21111	GIH	SAS	false	true	6
NA18527	CHB	EAS	true	true	4
NA20288	ASW	AFR	false	false	5
HG03625	PJL	SAS	true	true	4
NA10835	CEU	EUR	false	false	5
NA20806	TSI	EUR	false	true	9
NA12775	CEU	EUR	false	false	6
HG02150	PEL	AMR	false	false	6
NA19191	YRI	AFR	false	true	6
HG03012	BEB	SAS	false	false	7
HG03236	PJL	SAS	true	true	3
HG02020	KHV	EAS	false	false	6
HG02477	ACB	AFR	true	true	7
HG03104	ESN	AFR	true	false	7
HG00512	CHS	EAS	false	false	6
HG03631	PJL	SAS	true	false	7
HG01807	CDX	EAS	true	false	6
NA19686	MXL	AMR	true	true	4
HG01356	CLM	AMR	false	false	8
HG01375	CLM	AMR	true	true	6
HG02140	KHV	EAS	true	true	8
HG01518	IBS	EUR	false	false	8
HG03849	STU	SAS	true	false	8
HG03872	ITU	SAS	false	false	3
NA19395	LWK	AFR	true	true	4
NA19028	LWK	AFR	false	false	9
HG01777	IBS	EUR	false	true	5
HG00361	FIN	EUR	true	false	9
HG01746	IBS	EUR	true	true	5
NA19258	YRI	AFR	false	false	7
HG00329	FIN	EUR	false	true	9
HG03241	GWD	AFR	true	false	3
HG02184	CDX	EAS	true	true	8
NA19678	MXL	AMR	true	false	6
HG00628	CHS	EAS	false	false	3
HG03575	MSL	AFR	true	false	9
NA20910	GIH	SAS	true	false	4
HG03615	BEB	SAS	false	true	4
NA19315	LWK	AFR	true	false	3
HG02944	ESN	AFR	false	true	4
HG02356	CDX	EAS	false	true	6
NA21105	GIH	SAS	false	true	9
HG01455	CLM	AMR	false	false	8
HG02217	IBS	EUR	true	false	9
HG04200	ITU	SAS	true	true	9
HG02547	ACB	AFR	false	true	4
HG01075	PUR	AMR	false	false	6
NA19742	MXL	AMR	false	false	5
NA19379	LWK	AFR	true	false	3
NA20542	TSI	EUR	true	true	6
HG03660	PJL	SAS	false	false	7
NA18486	YRI	AFR	false	false	5
HG02233	IBS	EUR	false	false	7
NA12817	CEU	EUR	false	false	3
NA19138	YRI	AFR	false	false	6
NA19777	MXL	AMR	false	false	6
HG03706	PJL	SAS	true	true	5
HG00147	GBR	EUR	true	true	5
HG01816	CDX	EAS	false	true	7
NA19225	YRI	AFR	true	false	4
